"","V2","FINAL_URL","Error_check","PRICE","Surface","Rooms","Bedrooms","FLOOR","BUILDTING_YEAR","LOCATION","ELECTRICITY_HEATING","GAS_HEATING"
"174","fd-38658304","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38658304.html","clean","491","33  ","2","1",NA,"1994","31300","63","20"
"175","fd-38820189","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38820189.html","clean","408","24  ",NA,NA," 2","1997","31300","14","16"
"176","fd-38215342","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38215342.html","clean","410","15  ",NA,NA,NA,NA,"31400",NA,NA
"177","fd-35897676","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35897676.html","clean","490","25  ",NA,"1"," 3",NA,"31500",NA,NA
"178","fd-38684417","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38684417.html","clean","500","41  ","2","1"," 1",NA,"31200",NA,NA
"179","fd-39637224","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39637224.html","clean","444","21  ",NA,NA," 1",NA,"31300","37","55"
"180","fd-39465012","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39465012.html","clean","328","26  ",NA,NA,NA,NA,"31500","90","10"
"181","fd-38125588","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38125588.html","clean","497","25  ",NA,NA,NA,NA,"31200","90","10"
"182","fd-39396516","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39396516.html","clean","412","28  ",NA,NA,NA,NA,"31500","90","10"
"183","fd-39613433","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39613433.html","clean","445","19  ",NA,NA,NA,NA,"31000","30","20"
"184","fd-38208652","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38208652.html","clean","493","38  ","2","1",NA,NA,"31400","50","5"
"185","fd-38967650","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38967650.html","clean","469","35  ","2","1",NA,NA,"31300","35","8"
"186","fd-39647197","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39647197.html","clean","450","21  ",NA,NA,NA,NA,"31400","30","20"
"187","fd-39289692","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39289692.html","clean","450","20  ",NA,NA,NA,NA,"31500",NA,NA
"188","fd-39656589","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39656589.html","clean","461","29  ",NA,NA,NA,NA,"31400","50","5"
"189","fd-39302763","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39302763.html","clean","380","25  ",NA,NA,NA,NA,"31200","90","10"
"190","fd-38853819","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38853819.html","clean","475","28  ",NA,NA,NA,"1901","31200","85","17"
"191","fd-37370221","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37370221.html","clean","480","32  ",NA,NA," 1","1901","31200","65","09"
"192","fd-39422774","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39422774.html","clean","485","45  ","2","1",NA,"1901","31100","98","77"
"193","fd-39116722","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39116722.html","clean","495","37  ",NA,NA,NA,NA,"31200","50","35"
"194","fd-39116798","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39116798.html","clean","435","19  ",NA,NA,NA,NA,"31300","50","35"
"195","fd-39278430","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39278430.html","clean","398","24  ",NA,NA,NA,NA,"31500","30","10"
"196","fd-39542677","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39542677.html","clean","358","13  ",NA,NA,NA,NA,"31300","50","35"
"201","fd-39552339","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39552339.html","clean","471","21  ",NA,NA," 2",NA,"31400","74","7"
"202","fd-39052829","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39052829.html","clean","396","21  ",NA,NA,NA,NA,"31300","33","25"
"203","fd-39034572","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39034572.html","clean","494","38  ","2","1"," 2","1995","31100","18","10"
"204","fd-38830122","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38830122.html","clean","411","24  ",NA,NA,NA,"2003","31200","95","12"
"205","fd-39532898","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39532898.html","clean","472","37  ","2","1"," 1","1995","31100","95","8"
"206","fd-38828213","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38828213.html","clean","463","31  ",NA,NA,NA,"2009","31400","29","9"
"207","fd-37722194","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37722194.html","clean","386","26  ",NA,NA,NA,"1999","31100","35","8"
"208","fd-39554168","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39554168.html","clean","480","37  ","2","1",NA,"1995","31100","64","11"
"209","fd-39406138","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39406138.html","clean","400","27  ",NA,NA,NA,"2004","31200","55","10"
"210","fd-39554173","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39554173.html","clean","484","33  ",NA,NA," 6","2016","31300","57","1"
"211","fd-39475583","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39475583.html","clean","500","37  ","2",NA,NA,NA,"31500","30","80"
"212","fd-39353138","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39353138.html","clean","391","21  ",NA,NA," 1","1985","31000","30","35"
"213","fd-39183331","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39183331.html","clean","477","32  ",NA,NA," 2",NA,"31200","18","9"
"214","fd-38714835","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38714835.html","clean","479","32  ","2","1"," 6",NA,"31400","36","10"
"215","fd-38765952","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38765952.html","clean","458","20  ",NA,NA," 2",NA,"31000","28","14"
"216","fd-39332007","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39332007.html","clean","399","23  ",NA,NA,NA,NA,"31200","79","12"
"217","fd-39541188","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39541188.html","clean","500","42  ","2","1"," 1",NA,"31200","60","14"
"218","fd-39452665","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39452665.html","clean","424","25  ",NA,NA," 3",NA,"31400","65","15"
"219","fd-38146005","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38146005.html","clean","321","20  ",NA,NA,NA,NA,"31400","36","10"
"220","fd-38987103","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38987103.html","clean","395","23  ",NA,NA," 3",NA,"31400","36","10"
"221","fd-39062536","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39062536.html","clean","413","25  ",NA,NA," 3",NA,"31300","78","65"
"222","fd-39214086","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39214086.html","clean","338","16  ",NA,NA," 1",NA,"31300","80","11"
"223","fd-39509040","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39509040.html","clean","477","36  ",NA,"1",NA,NA,"31300","86","8"
"224","fd-38864971","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38864971.html","clean","482","24  ",NA,"1"," 2",NA,"31300","08","48"
"225","fd-39509041","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39509041.html","clean","452","28  ","2","1"," 7","2012","31400","36","10"
"226","fd-27714811","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-27714811.html","clean","462","23  ",NA,NA," 7","1990","31300","58","13"
"227","fd-39269968","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39269968.html","clean","406","25  ",NA,NA," 1","2012","31400","36","10"
"228","fd-35164514","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35164514.html","clean","390","10  ",NA,NA," 2",NA,"31000","40","33"
"229","fd-39062534","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39062534.html","clean","455","27  ",NA,NA," 2",NA,"31400","87","44"
"230","fd-39442616","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39442616.html","clean","499","37  ","2","1"," 1","1989","31100",NA,NA
"231","fd-38573503","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38573503.html","clean","445","28  ",NA,NA," 2",NA,"31000","84","20"
"232","fd-39404738","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39404738.html","clean","482","38  ",NA,"1"," 1","1998","31200","76","7"
"233","fd-39631872","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39631872.html","clean","459","30  ",NA,"1"," 1","1998","31500","67","11"
"234","fd-36609086","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36609086.html","clean","370","23  ",NA,NA,NA,NA,"31400","97","6"
"235","fd-39332009","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39332009.html","clean","490","29  ",NA,NA," 8",NA,"31400","36","10"
"236","fd-39421545","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39421545.html","clean","407","33  ","2","1"," 1",NA,"31500","60","35"
"237","fd-39247385","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39247385.html","clean","463","36  ",NA,"1"," 2","2000","31200","17","52"
"238","fd-39554053","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39554053.html","clean","332","13  ",NA,NA," 1",NA,"31000","99","99"
"239","fd-39655139","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39655139.html","clean","327","22  ",NA,NA," 3",NA,"31100","90","14"
"240","fd-39428881","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39428881.html","clean","474","28  ",NA,NA," 5",NA,"31300","86","20"
"241","fd-39529446","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39529446.html","clean","470","32  ",NA,NA," 1","1975","31400","76","65"
"242","fd-39269816","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39269816.html","clean","429","20  ",NA,"1"," 3",NA,"31000","77","27"
"243","fd-39541189","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39541189.html","clean","447","24  ",NA,NA,NA,NA,"31000","84","28"
"244","fd-38220585","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38220585.html","clean","410","17  ",NA,NA," 3","1975","31400","07","71"
"245","fd-37864221","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37864221.html","clean","473","31  ",NA,NA," 3","1990","31400","75","12"
"246","fd-39502415","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39502415.html","clean","367","27  ",NA,NA," 1","2017","31100","50","10"
"247","fd-39581032","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39581032.html","clean","394","30  ",NA,NA," 3","2016","31200",NA,NA
"248","fd-39617626","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39617626.html","clean","499","35  ",NA,"1"," 3",NA,"31000","59","37"
"249","fd-39554137","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39554137.html","clean","500","37  ","2","1"," 3",NA,"31500","84","43"
"250","fd-39362740","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39362740.html","clean","403","33  ","2",NA," 5",NA,"31200","08","9"
"251","fd-38727351","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38727351.html","clean","480","31  ",NA,NA," 1",NA,"31400","88","12"
"252","fd-39173107","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39173107.html","clean","479","18  ",NA,NA," 1","1995","31000","08","13"
"253","fd-39441789","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39441789.html","clean","392","25  ",NA,NA," 2",NA,"31100","67","62"
"254","fd-39581042","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39581042.html","clean","443","19  ",NA,NA," 2","1992","31300","42","9"
"255","fd-39248453","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39248453.html","clean","422","28  ",NA,NA," 3","1988","31100","81","14"
"256","fd-36130937","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36130937.html","clean","390","23  ",NA,NA," 2",NA,"31100","22","9"
"257","fd-39248447","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39248447.html","clean","410","19  ",NA,"1"," 2",NA,"31400","15","14"
"258","fd-39268987","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39268987.html","clean","413","17  ",NA,NA,NA,NA,"31400","30","24"
"259","fd-38751575","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38751575.html","clean","499","36  ",NA,NA," 1","2013","31300","50","10"
"260","fd-39530495","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39530495.html","clean","463","22  ",NA,NA,NA,"1992","31300","72","11"
"261","fd-37621386","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37621386.html","clean","437","16  ",NA,NA," 1",NA,"31100","56","44"
"262","fd-39562696","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39562696.html","clean","334","26  ",NA,NA,NA,"2015","31400","50","10"
"263","fd-38309232","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38309232.html","clean","498","21  ",NA,NA," 2",NA,"31200",NA,NA
"264","fd-39581040","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39581040.html","clean","428","23  ",NA,NA," 5",NA,"31200","09","14"
"265","fd-38951765","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38951765.html","clean","486","30  ",NA,NA," 5",NA,"31500","24","61"
"266","fd-39580389","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39580389.html","clean","472","25  ",NA,NA," 4",NA,"31200","90","44"
"267","fd-39552178","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39552178.html","clean","463","21  ",NA,NA," 2","1995","31400","57","6"
"268","fd-39482211","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39482211.html","clean","424","20  ",NA,NA," 1","1978","31300",NA,NA
"269","fd-39370735","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39370735.html","clean","284","18  ",NA,NA,NA,NA,"31500","59","12"
"270","fd-39578993","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39578993.html","clean","420","22  ","2","1",NA,"1978","31300",NA,NA
"271","fd-39652585","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39652585.html","clean","389","20  ",NA,NA,NA,"1945","31400","38","12"
"272","fd-36535447","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36535447.html","clean","495","22  ",NA,NA," 5","1993","31000",NA,NA
"273","fd-39351472","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39351472.html","clean","400","19  ",NA,NA,NA,NA,"31400","57","13"
"274","fd-39481736","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39481736.html","clean","366","16  ",NA,NA," 1",NA,"31100","45","4"
"275","fd-38293200","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38293200.html","clean","462","25  ",NA,NA," 1","1998","31200","66","29"
"276","fd-39653163","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39653163.html","clean","402","18  ",NA,NA,NA,"2000","31400",NA,NA
"277","fd-35174504","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35174504.html","clean","392","17  ",NA,NA," 2","1993","31000","48","12"
"278","fd-39247410","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39247410.html","clean","420","15  ",NA,NA," 1","2013","31300","74","13"
